D, [2017-07-16T16:57:23.549536 #1] DEBUG -- :   [1m[35m (56.5ms)[0m  [1m[35mCREATE TABLE "schema_migrations" ("version" character varying PRIMARY KEY)[0m
F, [2017-07-16T16:57:43.783985 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2017-07-16T16:57:43.784724 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2017-07-16T16:57:43.786608 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2017-07-16T16:57:43.787338 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2017-07-16T16:57:43.788007 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2017-07-16T16:57:43.788601 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] activesupport (5.0.0.1) lib/active_support/cache/strategy/local_cache_middleware.rb:28:in `call'
F, [2017-07-16T16:57:43.789112 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] actionpack (5.0.0.1) lib/action_dispatch/middleware/executor.rb:12:in `call'
F, [2017-07-16T16:57:43.789770 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] rack (2.0.1) lib/rack/sendfile.rb:111:in `call'
F, [2017-07-16T16:57:43.790506 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] railties (5.0.0.1) lib/rails/engine.rb:522:in `call'
F, [2017-07-16T16:57:43.791151 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] puma (3.6.2) lib/puma/configuration.rb:225:in `call'
F, [2017-07-16T16:57:43.791822 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] puma (3.6.2) lib/puma/server.rb:578:in `handle_request'
F, [2017-07-16T16:57:43.792478 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] puma (3.6.2) lib/puma/server.rb:415:in `process_client'
F, [2017-07-16T16:57:43.793118 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] puma (3.6.2) lib/puma/server.rb:275:in `block in run'
F, [2017-07-16T16:57:43.793676 #1] FATAL -- : [760f1ec4-279d-4b61-a18f-2ff3ee375490] puma (3.6.2) lib/puma/thread_pool.rb:116:in `block in spawn_thread'
I, [2017-07-16T16:58:04.366981 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca] Started GET "/blogs/new" for 172.20.0.1 at 2017-07-16 16:58:04 +0000
I, [2017-07-16T16:58:04.369168 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca] Processing by BlogsController#new as HTML
I, [2017-07-16T16:58:04.403310 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca]   Rendering blogs/new.html.erb within layouts/application
I, [2017-07-16T16:58:04.439813 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca]   Rendered blogs/_form.html.erb (16.5ms)
I, [2017-07-16T16:58:04.440827 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca]   Rendered blogs/new.html.erb within layouts/application (36.7ms)
I, [2017-07-16T16:58:04.442538 #1]  INFO -- : [f06949fa-b2cf-4a7c-a5d8-0360e7d101ca] Completed 200 OK in 73ms (Views: 39.5ms | ActiveRecord: 4.0ms)
I, [2017-07-16T16:58:04.479857 #1]  INFO -- : [61563120-adde-4111-b214-fb865e56bd13] Started GET "/stylesheets/application.css" for 172.20.0.1 at 2017-07-16 16:58:04 +0000
I, [2017-07-16T16:58:04.481492 #1]  INFO -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] Started GET "/javascripts/application.js" for 172.20.0.1 at 2017-07-16 16:58:04 +0000
F, [2017-07-16T16:58:04.483615 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13]   
F, [2017-07-16T16:58:04.485801 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81]   
F, [2017-07-16T16:58:04.486863 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] ActionController::RoutingError (No route matches [GET] "/stylesheets/application.css"):
F, [2017-07-16T16:58:04.487607 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] ActionController::RoutingError (No route matches [GET] "/javascripts/application.js"):
F, [2017-07-16T16:58:04.488655 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13]   
F, [2017-07-16T16:58:04.489415 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81]   
F, [2017-07-16T16:58:04.490234 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2017-07-16T16:58:04.490867 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] actionpack (5.0.0.1) lib/action_dispatch/middleware/debug_exceptions.rb:53:in `call'
F, [2017-07-16T16:58:04.491432 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2017-07-16T16:58:04.492159 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] actionpack (5.0.0.1) lib/action_dispatch/middleware/show_exceptions.rb:31:in `call'
F, [2017-07-16T16:58:04.493006 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2017-07-16T16:58:04.493683 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] railties (5.0.0.1) lib/rails/rack/logger.rb:36:in `call_app'
F, [2017-07-16T16:58:04.495179 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2017-07-16T16:58:04.495926 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `block in call'
F, [2017-07-16T16:58:04.496566 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2017-07-16T16:58:04.497181 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `block in tagged'
F, [2017-07-16T16:58:04.497848 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2017-07-16T16:58:04.498527 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:26:in `tagged'
F, [2017-07-16T16:58:04.499174 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2017-07-16T16:58:04.499805 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] activesupport (5.0.0.1) lib/active_support/tagged_logging.rb:70:in `tagged'
F, [2017-07-16T16:58:04.500383 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2017-07-16T16:58:04.501025 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] railties (5.0.0.1) lib/rails/rack/logger.rb:24:in `call'
F, [2017-07-16T16:58:04.501928 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2017-07-16T16:58:04.502488 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] actionpack (5.0.0.1) lib/action_dispatch/middleware/request_id.rb:24:in `call'
F, [2017-07-16T16:58:04.503082 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2017-07-16T16:58:04.504056 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] rack (2.0.1) lib/rack/method_override.rb:22:in `call'
F, [2017-07-16T16:58:04.504726 #1] FATAL -- : [61563120-adde-4111-b214-fb865e56bd13] rack (2.0.1) lib/rack/runtime.rb:22:in `call'
F, [2017-07-16T16:58:04.505303 #1] FATAL -- : [ee2a6b3e-c4ef-4687-b8bc-aec8fe228b81] rack (2.0.1) lib/rack/runtime.rb:22:in `call'
